Session;Numéro de texte;Date de dépôt;Auteurs;Titre;Type de dossier;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
1993;439;"18/05/1994";"Pierre SCHIELE";"proposition de loi tendant à créer un salaire parental d'éducation";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940439.html";"caduc";"";"";"";"";""
1993;442;"18/05/1994";"Françoise SELIGMANN";"proposition de loi visant à établir une meilleure répartition des fonctions électives entre hommes et femmes";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940442.html";"caduc";"";"";"";"";""
1993;460;"25/05/1994";"Robert PAGÈS, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à remplacer dans le titre de la loi n° 51-538 du 14 mai 1951 les mots : ""personnes contraintes au travail en pays ennemi, en territoire étranger occupé par l'ennemi ou en territoire français annexé par l'ennemi"" par les mots : ""victimes de la dép";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940460.html";"caduc";"";"";"";"";""
1993;465;"31/05/1994";"Hélène LUC, Michelle DEMESSINE, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à l'interdiction du commerce des armes";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940465.html";"caduc";"";"";"";"";""
1993;467;"31/05/1994";"Marc LAURIOL, Louis ALTHAPÉ, Jacques BERARD, Jean BERNARD, Paulette BRISEPIERRE, Camille CABANA, Michel CALDAGUÈS, Auguste CAZALET, Gérard CÉSAR, Jacques CHAUMONT, Jean CHÉRIOUX, François COLLET, Charles de CUTTOLI, Désiré DEBAVELAERE, Jacques-Richard DELONG, Charles DESCOURS, Michel DOUBLET, François GERBAUD, Daniel GOULET, Georges GRUILLOT, Hubert HAENEL, Jean-Paul HAMMANN, Jean-Paul HUGOT, Roger HUSSON, André JARROT, Lucien LANIER, René-Georges LAURIN, Philippe MARINI, Michel MAURICE-BOKANOWSKI, Paul MOREAU, Paul D'ORNANO, Joseph OSTERMANN, Jacques OUDIN, Alain PLUCHET, Christian PONCELET, Jean-Jacques ROBERT, Nelly RODI, Michel RUFIN, Maurice SCHUMANN, René TRÉGOUËT, Alain VASSELLE, Serge VINÇON";"proposition de loi instaurant une journée nationale du souvenir des morts pour la France en Afrique du Nord entre 1952 et 1962";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940467.html";"caduc";"";"";"";"";""
1993;473;"01/06/1994";"Georges GRUILLOT, Louis ALTHAPÉ, Jean BERNARD, Roger BESSE, Paul BLANC, Paulette BRISEPIERRE, Michel CALDAGUÈS, Auguste CAZALET, Gérard CÉSAR, Jean CHAMANT, Jacques CHAUMONT, Désiré DEBAVELAERE, Jacques-Richard DELONG, Charles DESCOURS, Michel DOUBLET, Alain DUFAUT, Pierre DUMAS, Alain GÉRARD, François GERBAUD, Charles GINÉSY, Daniel GOULET, Hubert HAENEL, Jean-Paul HAMMANN, Emmanuel HAMEL, Bernard Charles HUGO, Jean-Paul HUGOT, Roger HUSSON, André JARROT, André JOURDAIN, René-Georges LAURIN, Marc LAURIOL, Dominique LECLERC, Guy LEMAIRE, Michel MAURICE-BOKANOWSKI, Jacques DE MENOU, Paul MOREAU, Lucien NEUWIRTH, Paul D'ORNANO, Joseph OSTERMANN, Jacques OUDIN, Alain PLUCHET, Roger RIGAUDIÈRE, Jean-Jacques ROBERT, Michel RUFIN, Jean-Pierre SCHOSTECK, Maurice SCHUMANN, René TRÉGOUËT, Jacques VALADE, Alain VASSELLE, Serge VINÇON";"proposition de loi relative à la transmission d'entreprises et à l'emploi";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940473.html";"caduc";"";"";"";"";""
1993;474;"01/06/1994";"Roland du LUART";"proposition de loi portant détermination des dates de clôture de la chasse des oiseaux migrateurs";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940474.html";"poursuivi dans un autre dossier";"";"";"";"";""
1993;484;"07/06/1994";"Louis MINETTI, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Robert PAGÈS, Robert VIZET, Michelle DEMESSINE, Jacqueline FRAYSSE-CAZALIS, Paulette FOST, Jean GARCIA, Ivan RENAR, Henri BANGOU";"proposition de loi tendant à fixer les dates de clôture de la chasse au gibier d'eau";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940484.html";"poursuivi dans un autre dossier";"";"";"";"";""
1993;517;"16/06/1994";"Roland du LUART";"proposition de loi tendant à l'harmonisation du régime des droits d'enregistrement applicables aux cessions de parts sociales des établissements de crédit coopératifs ou mutualistes sur celui des titres des sociétés par actions";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940517.html";"caduc";"";"";"";"";""
1993;531;"21/06/1994";"Marie-Claude BEAUDEAU, Michelle DEMESSINE, Jacqueline FRAYSSE-CAZALIS, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Paulette FOST, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET";"proposition de loi tendant à interdire les coupures d'électricité et de gaz pour les familles en difficulté et à instaurer une quantité gratuite d'énergie répondant aux besoins vitaux pour les personnes en situation d'insolvabilité";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940531.html";"caduc";"";"";"";"";""
1993;542;"22/06/1994";"Alain VASSELLE, Michel ALLONCLE, Louis ALTHAPÉ, Jean BERNARD, Roger BESSE, Paul BLANC, Jacques BRACONNIER, Paulette BRISEPIERRE, Camille CABANA, Auguste CAZALET, Jean CHAMANT, Jacques CHAUMONT, Charles de CUTTOLI, Désiré DEBAVELAERE, Jacques-Richard DELONG, Charles DESCOURS, Michel DOUBLET, Alain DUFAUT, Pierre DUMAS, Roger FOSSE, Philippe de GAULLE, François GERBAUD, Daniel GOULET, Emmanuel HAMEL, Jean-Paul HAMMANN, Bernard Charles HUGO, Jean-Paul HUGOT, Roger HUSSON, André JOURDAIN, Lucien LANIER, René-Georges LAURIN, Marc LAURIOL, Dominique LECLERC, Jacques LEGENDRE, Guy LEMAIRE, Max MAREST, Philippe MARINI, Michel MAURICE-BOKANOWSKI, Joseph OSTERMANN, Jacques OUDIN, Alain PLUCHET, Michel RUFIN, Martial TAUGOURDEAU, Serge VINÇON";"proposition de loi tendant à modifier l'article 189-2 du code de la famille et de l'aide sociale";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940542.html";"caduc";"";"";"";"";""
1993;548;"23/06/1994";"Gérard CÉSAR, Roland du LUART";"proposition de loi relative au renforcement de la politique de qualité des produits agricoles et alimentaires";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940548.html";"caduc";"";"";"";"";""
1993;550;"24/06/1994";"Maurice SCHUMANN, Jacques LEGENDRE, Lucien LANIER";"proposition de loi relative aux jardins familiaux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940550.html";"caduc";"";"";"";"";""
1993;559;"29/06/1994";"Josette DURRIEU, Maryse BERGÉ-LAVIGNE, Gérard ROUJAS";"proposition de loi tendant à abroger la loi de privatisation n° 93-923 du 19 juillet 1993";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940559.html";"caduc";"";"";"";"";""
1993;595;"07/07/1994";"Hubert HAENEL, Pierre DUMAS, Auguste CAZALET, André FOSSET, Daniel GOULET, Paul MASSON, Roger RIGAUDIÈRE, Maurice SCHUMANN";"proposition de loi tendant à assurer le renouveau du service public ferroviaire en région";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940595.html";"caduc";"";"";"";"";""
1993;598;"08/07/1994";"Alain VASSELLE, Michel ALLONCLE, Jean BERNARD, Roger BESSE, Paul BLANC, Jacques BRACONNIER, Paulette BRISEPIERRE, Jean-Pierre CAMOIN, Jean CHAMANT, Jacques CHAUMONT, Charles de CUTTOLI, Désiré DEBAVELAERE, Michel DOUBLET, Roger FOSSE, François GERBAUD, Hubert HAENEL, Jean-Paul HAMMANN, Jean-Paul HUGOT, Roger HUSSON, André JARROT, Lucien LANIER, Marc LAURIOL, Christian de LA MALÈNE, Philippe MARINI, Paul D'ORNANO, Joseph OSTERMANN, Jacques OUDIN, Michel RUFIN, Martial TAUGOURDEAU";"proposition de loi visant à modifier l'article L.244-1 du code rural relatif à l'administration des parcs naturels régionaux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940598.html";"caduc";"";"";"";"";""
1993;606;"21/07/1994";"Michelle DEMESSINE, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi relative aux dettes fiscales des salariés privés d'emploi";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940606.html";"caduc";"";"";"";"";""
1993;607;"29/07/1994";"Ernest CARTIGNY";"proposition de loi relative à l'abus du droit de préemption";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940607.html";"caduc";"";"";"";"";""
1993;608;"05/08/1994";"Philippe MARINI, Louis ALTHAPÉ, Jacques BERARD, Paul BLANC, Paulette BRISEPIERRE, Camille CABANA, Jean CHAMANT, François COLLET, Charles de CUTTOLI, Désiré DEBAVELAERE, Jean-Paul DELEVOYE, Michel DOUBLET, Alain GÉRARD, Daniel GOULET, Georges GRUILLOT, Hubert HAENEL, Emmanuel HAMEL, Jean-Paul HUGOT, Roger HUSSON, André JARROT, Jacques LEGENDRE, Jean-François LE GRAND, Maurice LOMBARD, Paul MASSON, Paul D'ORNANO, Joseph OSTERMANN, Alain PLUCHET, Jean-Jacques ROBERT, Michel RUFIN, Jean-Pierre SCHOSTECK, Maurice SCHUMANN, Louis SOUVET, René TRÉGOUËT, Serge VINÇON, Auguste CAZALET";"proposition de loi tendant à réglementer les offres d'emplois et les publicités relatives à l'emploi figurant dans les journaux d'annonces gratuits";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940608.html";"caduc";"";"";"";"";""
1993;609;"10/08/1994";"Jacques-Richard DELONG";"proposition de loi tendant à permettre aux veuves des anciens prisonniers de guerre et combattants d'Algérie, de Tunisie et du Maroc de percevoir la pension de réversion de la retraite du combattant de leurs maris";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940609.html";"caduc";"";"";"";"";""
1993;615;"12/09/1994";"Charles de CUTTOLI, Paul D'ORNANO, Paulette BRISEPIERRE";"proposition de loi sur les garanties accordées aux salariés français expatriés en cas de licenciement";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940615.html";"caduc";"";"";"";"";""
1993;616;"14/09/1994";"Charles de CUTTOLI, Paul D'ORNANO, Paulette BRISEPIERRE";"proposition de loi tendant à modifier les articles 2 et 10 de la loi n° 82-471 du 7 juin 1982 relative au Conseil supérieur des Français de l'étranger";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940616.html";"caduc";"";"";"";"";""
1993;617;"14/09/1994";"Serge MATHIEU";"proposition de loi tendant à déduire du revenu imposable du parent qui n'a pas la garde de l'enfant, les frais engagés pour l'exercice du droit de visite, en cas de divorce ou de séparation de corps";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940617.html";"caduc";"";"";"";"";""
1993;623;"29/09/1994";"Jacqueline FRAYSSE-CAZALIS, Marie-Claude BEAUDEAU, Michelle DEMESSINE, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Paulette FOST, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à la mise en place d'un véritable plan d'urgence dans la lutte contre le sida";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940623.html";"caduc";"";"";"";"";""
1993;624;"30/09/1994";"Philippe RICHERT, Joseph OSTERMANN, Louis JUNG, Jean-Paul HAMMANN, André BOHL, Roger HUSSON, Jean-Pierre MASSERET, Charles METZINGER, Jean-Marie RAUSCH, Henri GOETSCHY, Hubert HAENEL, Pierre SCHIELE";"proposition de loi visant à modifier le régime des associations constituées selon le code civil local";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s93940624.html";"caduc";"";"";"";"";""
1994;13;"06/10/1994";"Hélène LUC, Charles LEDERMAN, Marie-Claude BEAUDEAU, Michelle DEMESSINE, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi constitutionnelle tendant à interdire l'amnistie des infractions commises en relation avec le financement des campagnes et des partis politiques";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s94950013.html";"caduc";"";"";"";"";""
1994;14;"11/10/1994";"Hélène LUC, Charles LEDERMAN, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à interdire le financement des partis politiques et des campagnes électorales par les entreprises";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950014.html";"Première lecture (Sénat)";"";"";"";"";""
1994;19;"11/10/1994";"Hélène LUC, Charles LEDERMAN, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi organique tendant à assurer la transparence du patrimoine et des revenus des parlementaires";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s94950019.html";"caduc";"";"";"";"";""
1994;20;"11/10/1994";"Hélène LUC, Charles LEDERMAN, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi organique tendant à rendre publique la situation des candidats à la Présidence de la République";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s94950020.html";"caduc";"";"";"";"";""
1994;21;"11/10/1994";"Hélène LUC, Charles LEDERMAN, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Michelle DEMESSINE, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Félix LEYZOUR, Louis MINETTI, Robert PAGÈS, Ivan RENAR, Robert VIZET, Henri BANGOU";"proposition de loi tendant à assurer la transparence du patrimoine et des revenus des élus locaux, des membres du Gouvernement et des personnes responsables des formations politiques";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950021.html";"caduc";"";"";"";"";""
1994;31;"13/10/1994";"Claude ESTIER";"proposition de loi tendant au rétablissement des dispositions ""anti-corruption"" supprimées depuis mars 1993";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950031.html";"caduc";"";"";"";"";""
1994;36;"19/10/1994";"Ivan RENAR, Michelle DEMESSINE, Marie-Claude BEAUDEAU, Jean-Luc BÉCART, Danielle BIDARD-REYDET, Paulette FOST, Jacqueline FRAYSSE-CAZALIS, Jean GARCIA, Charles LEDERMAN, Félix LEYZOUR, Hélène LUC, Louis MINETTI, Robert PAGÈS, Robert VIZET, Henri BANGOU";"proposition de loi tendant à mettre en oeuvre dix mesures anti-délocalisation dans le secteur du textile-habillement-cuir";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950036.html";"caduc";"";"";"";"";""
1994;42;"26/10/1994";"Michel DREYFUS-SCHMIDT";"proposition de loi tendant à assurer la sécurité des occupants d'immeubles face aux risques d'incendie";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950042.html";"caduc";"";"";"";"";""
1994;50;"02/11/1994";"Ernest CARTIGNY";"proposition de loi relative à l'imprescriptibilité des actes de terrorisme";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950050.html";"caduc";"";"";"";"";""
1994;69;"10/11/1994";"Maryse BERGÉ-LAVIGNE, Roland COURTEAU";"proposition de loi tendant au remboursement des frais de transport des demandeurs d'emploi";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950069.html";"caduc";"";"";"";"";""
1994;70;"14/11/1994";"Etienne DAILLY";"proposition de loi portant validation de la rémunération de certains services rendus par les huissiers de justice";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950070.html";"promulgué";"";"";"27/12/1994";"94-1133";""
1994;74;"16/11/1994";"François MATHIEU";"proposition de loi visant à abroger l'article 53 de la loi de finances pour 1994 ayant diminué le taux de compensation du FCTVA";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950074.html";"caduc";"";"";"";"";""
1994;91;"28/11/1994";"Jacques ROCCA SERRA";"proposition de loi tendant à renforcer la limitation du cumul des fonctions pour les titulaires de mandats locaux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950091.html";"caduc";"";"";"";"";""
1994;92;"28/11/1994";"Jacques ROCCA SERRA";"proposition de loi tendant à l'abrogation des dispositions relatives au plafonnement des indemnités des élus locaux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950092.html";"caduc";"";"";"";"";""
1994;93;"28/11/1994";"Jacques ROCCA SERRA";"proposition de loi constitutionnelle tendant à limiter le cumul de fonctions ministérielles avec l'exercice de plus d'un mandat électif local et prohibant l'exercice de toute fonction au sein de partis politiques";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s94950093.html";"caduc";"";"";"";"";""
1994;94;"28/11/1994";"Jacques ROCCA SERRA";"proposition de loi constitutionnelle tendant à permettre à un ministre de retrouver son siège de parlementaire lorsqu'il cesse ses fonctions";"proposition de loi constitutionnelle";"http://www.senat.fr/dossier-legislatif/s94950094.html";"caduc";"";"";"";"";""
1994;95;"28/11/1994";"Jacques ROCCA SERRA";"proposition de loi organique tendant à limiter le cumul d'un mandat de parlementaire avec un seul autre mandat, quel qu'il soit et ce dans la même région";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s94950095.html";"caduc";"";"";"";"";""
1994;96;"28/11/1994";"Jacques ROCCA SERRA";"proposition de loi organique tendant à interdire aux parlementaires d'effectuer des missions dans le département de leur circonscription";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/s94950096.html";"caduc";"";"";"";"";""
1994;97;"28/11/1994";"Jacques ROCCA SERRA";"proposition de loi tendant à instaurer l'obligation d'honorer le dernier mandat sollicité";"proposition de loi";"http://www.senat.fr/dossier-legislatif/s94950097.html";"caduc";"";"";"";"";""
