Session;Numéro de texte;Date de dépôt;Auteurs;Titre;Type de dossier;URL du dossier;État du dossier;Décision du CC;Date de la décision;Date de promulgation;Numéro de la loi;Thèmes
2008;16;"14/10/2008";"Yves DÉTRAIGNE, Marcel DENEUX, Françoise FÉRAT, Denis BADRÉ, Muguette DINI";"proposition de loi visant à garantir le droit d'expression de tous les élus locaux";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-016.html";"caduc";"";"";"";"";"Collectivités territoriales, Justice, Pouvoirs publics et Constitution"
2008;17;"14/10/2008";"Philippe RICHERT";"proposition de loi concernant les nouvelles possibilités de transfert d'affectation aux collectivités territoriales du patrimoine de l'Etat";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-017.html";"caduc";"";"";"";"";"Budget, Collectivités territoriales"
2008;18;"14/10/2008";"Yves DÉTRAIGNE, Marcel DENEUX, Françoise FÉRAT, Denis BADRÉ, Muguette DINI";"proposition de loi visant à laisser libre les heures de sorties des patients en arrêt de travail pour une affection cancéreuse";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-018.html";"retiré";"";"";"";"";"Questions sociales et santé, Sécurité sociale"
2008;19;"14/10/2008";"Yves DÉTRAIGNE, Nathalie GOULET, Jean-Paul AMOUDRY, Claude BIWER, Marcel DENEUX, Anne-Marie PAYET, Françoise FÉRAT, Denis BADRÉ, Muguette DINI, Hervé MAUREY";"proposition de loi visant à encadrer la participation des communes au financement des écoles privées sous contrat d'association";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-019.html";"poursuivi dans un autre dossier";"";"";"";"";"Éducation"
2008;20;"14/10/2008";"Jean-Claude CARLE, Yves DÉTRAIGNE, Jean-Paul ALDUY, Jean-Paul AMOUDRY, Gérard BAILLY, René BEAUMONT, Michel BÉCOT, Jacques BLANC, Brigitte BOUT, Elie BRUN, Auguste CAZALET, Gérard CÉSAR, Alain CHATILLON, Jean-Pierre CHAUVEAU, Christian COINTAT, Gérard CORNU, Marcel DENEUX, Béatrice DESCAMPS, Michel DOUBLET, Catherine DUMAS, Ambroise DUPONT, Jean-Claude ETIENNE, Jean FAURE, Françoise FÉRAT, André FERRAND, Bernard FOURNIER, Yann GAILLARD, René GARREC, Joëlle GARRIAUD-MAYLAM, Gisèle GAUTIER, Jacques GAUTIER, Patrice GÉLARD, Colette GIUDICELLI, Nathalie GOULET, Alain GOURNAC, Francis GRIGNON, Charles GUENÉ, Michel GUERRY, Françoise HENNERON, Pierre HÉRISSON, Christiane HUMMEL, Christiane KAMMERMANN, Marc LAMÉNIE, Daniel LAURENT, Jean-René LECERF, Dominique LECLERC, Jacques LEGENDRE, Jean-Pierre LELEUX, Philippe LEROY, Roland du LUART, Lucienne MALOVRY, Pierre MARTIN, Jean-François MAYET, Colette MÉLOT, Philippe NACHBAR, Jacqueline PANIS, Anne-Marie PAYET, Louis PINTON, Hugues PORTELLI, Catherine PROCACCIA, Charles REVET, Philippe RICHERT, Josselin de ROHAN, Esther SITTLER, André TRILLARD, Alain VASSELLE, Dominique de LEGGE, Philippe PAUL, Antoine LEFÈVRE, Hervé MAUREY, Michel HOUEL, Jean-Marc JUILHARD, Marcel-Pierre CLÉACH";"proposition de loi tendant à garantir la parité de financement entre les écoles primaires publiques et privées sous contrat d'association lorsqu'elles accueillent des élèves scolarisés hors de leur commune de résidence";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-020.html";"promulgué";"conforme";"22/10/2009";"28/10/2009";"2009-1312";"Éducation"
2008;21;"14/10/2008";"Charles PASQUA, Jean-Paul ALDUY, René BEAUMONT, Michel BÉCOT, Laurent BÉTEILLE, Paul BLANC, Auguste CAZALET, Éric DOLIGÉ, Philippe DOMINATI, Jean FRANÇOIS-PONCET, Gisèle GAUTIER, Alain GOURNAC, André LARDEUX, Jacques LEGENDRE, Gérard LONGUET, Pierre MARTIN, Alain MILON, Rémy POINTEREAU, Pierre ANDRÉ, Jean BIZET, Brigitte BOUT, François-Noël BUFFET, Jean-Pierre CHAUVEAU, Christian COINTAT, Gérard CORNU, Jean FAURE, André FERRAND, Jean-Paul FOURNIER, René GARREC, Joëlle GARRIAUD-MAYLAM, Patrice GÉLARD, Adrien GOUTEYRON, Michel GUERRY, Marc LAMÉNIE, Élisabeth LAMURE, Dominique LECLERC, Antoine LEFÈVRE, Jean-François MAYET, Philippe PAUL, Jackie PIERRE, François PILLET, Louis PINTON, Hugues PORTELLI, Josselin de ROHAN, Janine ROZIER, André TRILLARD, René VESTRI";"proposition de loi visant à confier à des conseillers territoriaux l'administration des départements et des régions";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-021.html";"caduc";"";"";"";"";"Collectivités territoriales"
2008;27;"15/10/2008";"Monique CERISIER-ben GUIGA, Richard YUNG, Claudine LEPAGE, Jean-Pierre BEL, Nicole BRICQ, Roland COURTEAU, Jean-Pierre DEMERLIAT, Claude DOMEIZEL, Josette DURRIEU, Claude HAUT, Odette HERVIAUX, Philippe LABEYRIE, Serge LAGAUCHE, Roger MADEC, François MARC, Bernard PIRAS, Gisèle PRINTZ, Michèle SAN VICENTE-BAUDRIN, Patricia SCHILLINGER, Jean-Pierre SUEUR, Simon SUTOUR, Catherine TASCA";"proposition de loi tendant à élargir le collège électoral des sénateurs représentant les Français établis hors de France";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-027.html";"caduc";"";"";"";"";"Pouvoirs publics et Constitution"
2008;28;"15/10/2008";"Monique CERISIER-ben GUIGA, Richard YUNG, Claudine LEPAGE, Jean-Pierre BEL, Nicole BRICQ, Roland COURTEAU, Jean-Pierre DEMERLIAT, Claude DOMEIZEL, Josette DURRIEU, Claude HAUT, Odette HERVIAUX, Philippe LABEYRIE, Serge LAGAUCHE, Roger MADEC, François MARC, Bernard PIRAS, Gisèle PRINTZ, Michèle SAN VICENTE-BAUDRIN, Patricia SCHILLINGER, Jean-Pierre SUEUR, Simon SUTOUR, Catherine TASCA";"proposition de loi organique tendant à autoriser le vote par correspondance sous pli fermé et le vote électronique des Français établis hors de France pour l'élection du Président de la République et les référendums";"proposition de loi organique";"http://www.senat.fr/dossier-legislatif/ppl08-028.html";"caduc";"";"";"";"";"Pouvoirs publics et Constitution"
2008;29;"15/10/2008";"Thierry FOUCAUD, Marie-France BEAUFILS, Bernard VERA, Éliane ASSASSI, François AUTAIN, Michel BILLOUT, Nicole BORVO COHEN-SEAT, Jean-Claude DANGLOT, Annie DAVID, Michelle DEMESSINE, Évelyne DIDIER, Guy FISCHER, Brigitte GONTHIER-MAURIN, Gélita HOARAU, Robert HUE, Gérard LE CAM, Josiane MATHON-POINAT, Jean-Luc MÉLENCHON, Isabelle PASQUET, Jack RALITE, Ivan RENAR, Mireille SCHURCH, Odette TERRADE, Jean-François VOGUET";"proposition de loi tendant à abroger le bouclier fiscal et à moraliser certaines pratiques des dirigeants de grandes entreprises en matière de revenus";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-029.html";"non adopté";"";"";"";"";"Économie et finances, fiscalité, Entreprises"
2008;31;"15/10/2008";"Laurent BÉTEILLE";"proposition de loi relative à l'exécution des décisions de justice et aux conditions d'exercice de certaines professions réglementées";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-031.html";"promulgué";"";"";"22/12/2010";"2010-1609";"Justice"
2008;33;"16/10/2008";"Gisèle GAUTIER, Jacqueline ALQUIER, Yvon COLLIN, Sylvie DESMARESCAUX, Muguette DINI, Joëlle GARRIAUD-MAYLAM, Françoise HENNERON, Christiane HUMMEL, Christiane KAMMERMANN, Serge LAGAUCHE, Anne-Marie PAYET, Catherine PROCACCIA, Janine ROZIER, Esther SITTLER, Catherine TROENDLÉ";"proposition de loi tendant à lutter contre les nouvelles formes d'esclavage";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-033.html";"caduc";"";"";"";"";"Justice, Questions sociales et santé"
2008;39;"16/10/2008";"Hubert HAENEL";"proposition de loi visant à prolonger l'application des articles 3, 6 et 9 de la loi n° 2006-64 du 23 janvier 2006 relative à la lutte contre le terrorisme et portant dispositions diverses relatives à la sécurité et aux contrôles frontaliers";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-039.html";"promulgué";"";"";"01/12/2008";"2008-1245";"Justice, Police et sécurité, Union européenne"
2008;40;"16/10/2008";"Jean Louis MASSON";"proposition de loi tendant à abaisser de 2 500 à 1 000 habitants le seuil à partir duquel les listes de candidats aux élections municipales doivent être complètes et à considérer comme nuls les suffrages en faveur de personnes qui ne sont pas candidates";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-040.html";"caduc";"";"";"";"";"Collectivités territoriales, Pouvoirs publics et Constitution"
2008;41;"16/10/2008";"Claude BIWER";"proposition de loi visant à diminuer les prix des carburants en supprimant la TVA s'appliquant à la taxe intérieure sur les produits pétroliers";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-041.html";"caduc";"";"";"";"";"Économie et finances, fiscalité, Transports"
2008;51;"22/10/2008";"Jean Louis MASSON";"proposition de loi tendant à aligner les cotisations salariales des sportifs professionnels sur le droit commun";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-051.html";"caduc";"";"";"";"";"Économie et finances, fiscalité, Sports"
2008;52;"22/10/2008";"Jean-Claude CARLE, René BEAUMONT, Michel BÉCOT, Pierre BERNARD-REYMOND, Jacques BLANC, Paul BLANC, Brigitte BOUT, Jean-Pierre CANTEGRIT, Gérard CÉSAR, Alain CHATILLON, Marcel-Pierre CLÉACH, Christian COINTAT, Philippe DALLIER, Isabelle DEBRÉ, Robert del PICCHIA, Béatrice DESCAMPS, Catherine DUMAS, André DULAIT, Jean-Claude ETIENNE, André FERRAND, Bernard FOURNIER, Jean FRANÇOIS-PONCET, René GARREC, Gisèle GAUTIER, Alain GOURNAC, Adrien GOUTEYRON, Françoise HENNERON, Pierre HÉRISSON, Michel HOUEL, Jean-François HUMBERT, Benoît HURÉ, André LARDEUX, Jean-René LECERF, Lucienne MALOVRY, Jean-François MAYET, Monique PAPON, Philippe PAUL, Jackie PIERRE, Rémy POINTEREAU, Hugues PORTELLI, Catherine PROCACCIA, Philippe RICHERT, Bernard SAUGEY, Esther SITTLER, Michel THIOLLIÈRE, André TRILLARD, Gérard LARCHER";"proposition de loi relative à la communication des collectivités territoriales";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-052.html";"caduc";"";"";"";"";"Collectivités territoriales"
2008;54;"23/10/2008";"Nicole BRICQ, François MARC, Jean-Pierre BEL, Jacqueline ALQUIER, Michèle ANDRÉ, Serge ANDREONI, Bernard ANGELS, Jean-Étienne ANTOINETTE, Alain ANZIANI, David ASSOULINE, Bertrand AUBAN, Robert BADINTER, Claude BÉRIT-DÉBAT, Jacques BERTHOU, Jean BESSON, Marie-Christine BLANDIN, Maryvonne BLONDIN, Yannick BODIN, Nicole BONNEFOY, Yannick BOTREL, Didier BOULAUD, Alima BOUMEDIENE-THIERY, Martial BOURQUIN, Bernadette BOURZAI, Michel BOUTANT, Jean-Pierre CAFFET, Claire-Lise CAMPION, Jean-Louis CARRÈRE, Françoise CARTRON, Bernard CAZEAU, Monique CERISIER-ben GUIGA, Yves CHASTAN, Jacqueline CHEVÉ, Gérard COLLOMB, Pierre-Yves COLLOMBAT, Roland COURTEAU, Yves DAUDIGNY, Yves DAUGE, Marc DAUNIS, Jean-Pierre DEMERLIAT, Christiane DEMONTÈS, Jean DESESSARD, Claude DOMEIZEL, Josette DURRIEU, Alain FAUCONNIER, Jean-Luc FICHET, Jean-Claude FRÉCON, Bernard FRIMAT, Charles GAUTIER, Samia GHALI, Dominique GILLOT, Jean-Pierre GODEFROY, Jean-Noël GUÉRINI, Didier GUILLAUME, Claude HAUT, Edmond HERVÉ, Odette HERVIAUX, Annie JARRAUD-VERGNOLLE, Claude JEANNEROT, Bariza KHIARI, Virginie KLÈS, Yves KRATTINGER, Philippe LABEYRIE, Serge LAGAUCHE, Serge LARCHER, Françoise LAURENT-PERRIGOT, Jacky LE MENN, Raymonde LE TEXIER, Alain LE VERN, André LEJEUNE, Claudine LEPAGE, Claude LISE, Jean-Jacques LOZACH, Roger MADEC, Philippe MADRELLE, Jacques MAHÉAS, Jean-Pierre MASSERET, Marc MASSION, Pierre MAUROY, Rachel MAZUIR, Jean-Luc MÉLENCHON, Louis MERMAZ, Jean-Pierre MICHEL, Gérard MIQUEL, Jean-Jacques MIRASSOU, Jacques MULLER, Robert NAVARRO, Jean-Marc PASTOR, Georges PATIENT, François PATRIAT, Daniel PERCHERON, Jean-Claude PEYRONNET, Bernard PIRAS, Roland POVINELLI, Gisèle PRINTZ, Marcel RAINAUD, Daniel RAOUL, Paul RAOULT, François REBSAMEN, Daniel REINER, Thierry REPENTIN, Roland RIES, Michèle SAN VICENTE-BAUDRIN, Patricia SCHILLINGER, Michel SERGENT, René-Pierre SIGNÉ, Jean-Pierre SUEUR, Simon SUTOUR, Catherine TASCA, Michel TESTON, René TEULADE, Jean-Marc TODESCHINI, Richard TUHEIAVA, André VANTOMME, Dominique VOYNET, Richard YUNG";"proposition de loi visant à réformer le statut des dirigeants de sociétés et à encadrer leurs rémunérations";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-054.html";"Première lecture (Sénat)";"";"";"";"";"Entreprises, Société, Travail"
2008;56;"29/10/2008";"Éliane ASSASSI, Nicole BORVO COHEN-SEAT, Josiane MATHON-POINAT, François AUTAIN, Marie-France BEAUFILS, Michel BILLOUT, Jean-Claude DANGLOT, Annie DAVID, Michelle DEMESSINE, Évelyne DIDIER, Guy FISCHER, Thierry FOUCAUD, Brigitte GONTHIER-MAURIN, Gélita HOARAU, Robert HUE, Gérard LE CAM, Isabelle PASQUET, Jack RALITE, Ivan RENAR, Mireille SCHURCH, Odette TERRADE, Bernard VERA, Jean-François VOGUET";"proposition de loi visant à assurer un droit à un recours effectif";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-056.html";"caduc";"";"";"";"";"Justice"
2008;64;"29/10/2008";"Jean-Claude ETIENNE";"proposition de loi Création d'une première année commune aux études de santé et orientation nouvelle des étudiants";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-064.html";"poursuivi dans un autre dossier";"";"";"";"";"Éducation, Questions sociales et santé"
2008;65;"29/10/2008";"Alain FOUCHÉ";"proposition de loi relative à l'aide active à mourir";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-065.html";"poursuivi dans un autre dossier";"";"";"";"";"Questions sociales et santé, Société"
2008;70;"30/10/2008";"Jean Louis MASSON";"proposition de loi tendant à dispenser les communes de moins de 1 500 habitants de la charge du service minimum d'accueil des élèves dans les écoles";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-070.html";"caduc";"";"";"";"";"Collectivités territoriales, Éducation"
2008;74;"04/11/2008";"Hubert HAENEL";"proposition de loi visant à la création d'un fonds d'indemnisation pour les gendarmes victimes d'atteintes à leur personne";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-074.html";"caduc";"";"";"";"";"Budget, Police et sécurité, Questions sociales et santé"
2008;86;"06/11/2008";"Jacqueline PANIS";"proposition de loi relative à la pénalisation de l'usurpation d'identité numérique";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-086.html";"poursuivi dans un autre dossier";"";"";"";"";"Police et sécurité, Société"
2008;94;"13/11/2008";"Philippe MARINI, Philippe ADNOT, Jean-Paul ALDUY, Nicolas ALFONSI, Pierre ANDRÉ, Gérard BAILLY, Gilbert BARBIER, René BEAUMONT, Claude BELOT, Pierre BERNARD-REYMOND, Jacques BLANC, Laurent BÉTEILLE, Paul BLANC, Jean BIZET, Joël BOURDIN, Brigitte BOUT, Dominique BRAYE, Marie-Thérèse BRUGUIÈRE, Elie BRUN, François-Noël BUFFET, Christian CAMBON, Jean-Pierre CANTEGRIT, Jean-Claude CARLE, Gérard CÉSAR, Michel CHARASSE, Jean-Pierre CHAUVEAU, Marcel-Pierre CLÉACH, Christian COINTAT, Yvon COLLIN, Gérard CORNU, Raymond COUDERC, Philippe DALLIER, Philippe DARNICHE, Serge DASSAULT, Isabelle DEBRÉ, Robert del PICCHIA, Béatrice DESCAMPS, Marie-Hélène DES ESGAULX, Christian DEMUYNCK, Denis DETCHEVERRY, Sylvie DESMARESCAUX, Éric DOLIGÉ, Michel DOUBLET, André DULAIT, Alain DUFAUT, Bernadette DUPONT, Catherine DUMAS, Jean-Paul ÉMORINE, Jean-Claude ETIENNE, André FERRAND, Alain FOUCHÉ, Bernard FOURNIER, Christophe-André FRASSA, Yann GAILLARD, René GARREC, Joëlle GARRIAUD-MAYLAM, Charles GAUTIER, Gisèle GAUTIER, Patrice GÉLARD, Bruno GILLES, Colette GIUDICELLI, Alain GOURNAC, Adrien GOUTEYRON, Francis GRIGNON, Charles GUENÉ, Michel GUERRY, Hubert HAENEL, Françoise HENNERON, Marie-Thérèse HERMANGE, Michel HOUEL, Christiane HUMMEL, Benoît HURÉ, Soibahadine IBRAHIM RAMADANI, Pierre JARLIER, Sophie JOISSAINS, Christiane KAMMERMANN, Fabienne KELLER, André LARDEUX, Robert LAUFOAULU, Daniel LAURENT, Jean-René LECERF, Dominique LECLERC, Antoine LEFÈVRE, Jacques LEGENDRE, Dominique de LEGGE, Jean-François LE GRAND, Jean-Pierre LELEUX, Philippe LEROY, Gérard LONGUET, Roland du LUART, Lucienne MALOVRY, Jean Louis MASSON, Jean-François MAYET, Colette MÉLOT, Jean MILHAU, Alain MILON, Aymeri de MONTESQUIOU, Albéric de MONTGOLFIER, Philippe NACHBAR, Jacqueline PANIS, Monique PAPON, Charles PASQUA, Philippe PAUL, Jackie PIERRE, François PILLET, Xavier PINTAT, Louis PINTON, Rémy POINTEREAU, Hugues PORTELLI, Henri de RAINCOURT, Bruno RETAILLEAU, Philippe RICHERT, Bernard SAUGEY, Esther SITTLER, Michel THIOLLIÈRE, André TRILLARD, François TRUCY, Alex TÜRK, Alain VASSELLE, Jean-Pierre VIAL";"proposition de loi visant à responsabiliser les acteurs du crédit à la consommation et à lutter contre le surendettement";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-094.html";"poursuivi dans un autre dossier";"";"";"";"";"Économie et finances, fiscalité, Famille, Société"
2008;97;"19/11/2008";"Jean-Luc MÉLENCHON";"proposition de loi visant à abroger le délit d'offense au Président de la République";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-097.html";"caduc";"";"";"";"";"Justice, Pouvoirs publics et Constitution"
2008;109;"21/11/2008";"André LARDEUX, Bernadette DUPONT, Janine ROZIER, Brigitte BOUT, Hugues PORTELLI, Charles REVET, Gérard BAILLY, Jean-François MAYET, Marie-Thérèse HERMANGE";"proposition de loi visant à instaurer un accouchement dans la confidentialité";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-109.html";"caduc";"";"";"";"";"Famille, Questions sociales et santé"
2008;111;"25/11/2008";"Richard YUNG, Monique CERISIER-ben GUIGA, Claudine LEPAGE, Michèle ANDRÉ, Robert BADINTER, Didier BOULAUD, Bernadette BOURZAI, Christiane DEMONTÈS, Bernard FRIMAT, Charles GAUTIER, Serge LAGAUCHE, Jean-Marc PASTOR, Bernard PIRAS, Gisèle PRINTZ, Daniel RAOUL, Daniel REINER, Patricia SCHILLINGER, Jean-Pierre SUEUR, Catherine TASCA";"proposition de loi tendant à permettre la reconnaissance des unions conclues dans un autre État de l'Union européenne par tous les couples quelle que soit leur orientation sexuelle";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-111.html";"caduc";"";"";"";"";"Famille, Société, Union européenne"
2008;113;"26/11/2008";"Éliane ASSASSI, Nicole BORVO COHEN-SEAT, Josiane MATHON-POINAT, François AUTAIN, Marie-France BEAUFILS, Michel BILLOUT, Jean-Claude DANGLOT, Annie DAVID, Michelle DEMESSINE, Évelyne DIDIER, Guy FISCHER, Thierry FOUCAUD, Brigitte GONTHIER-MAURIN, Gélita HOARAU, Robert HUE, Gérard LE CAM, Isabelle PASQUET, Jack RALITE, Ivan RENAR, Mireille SCHURCH, Odette TERRADE, Bernard VERA, Jean-François VOGUET";"proposition de loi relative au droit de formation à la langue nationale de l'État d'accueil";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-113.html";"caduc";"";"";"";"";"Culture, Questions sociales et santé"
2008;114;"27/11/2008";"Claude BIWER, Muguette DINI, Michel MERCIER";"proposition de loi tendant à prévenir le surendettement";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-114.html";"poursuivi dans un autre dossier";"";"";"";"";"Économie et finances, fiscalité, Justice, Questions sociales et santé"
2008;116;"02/12/2008";"Jean-Paul FOURNIER, Marie-Thérèse BRUGUIÈRE, Gérard CORNU, Marie-Hélène DES ESGAULX, Sylvie DESMARESCAUX, Alain DUFAUT, Catherine DUMAS, Jean-Léonce DUPONT, Jean FAURE, Alain FOUCHÉ, Joëlle GARRIAUD-MAYLAM, Gisèle GAUTIER, Alain GOURNAC, Adrien GOUTEYRON, Michel HOUEL, Lucienne MALOVRY, Alain MILON, Louis PINTON, Hugues PORTELLI, François ZOCCHETTO";"proposition de loi visant à rendre permanent le principe de parité au sein du tableau des adjoints au maire des communes de 3 500 habitants et plus";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-116.html";"caduc";"";"";"";"";"Collectivités territoriales, Pouvoirs publics et Constitution"
2008;117;"02/12/2008";"Alex TÜRK, Sylvie DESMARESCAUX";"proposition de loi relative à l'inscription d'une initiation à l'utilisation du défibrillateur cardiaque entièrement automatique dans le déroulement de la Journée d'appel de préparation à la défense";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-117.html";"caduc";"";"";"";"";"Défense, Questions sociales et santé, Recherche, sciences et techniques, Société"
2008;118;"02/12/2008";"Guy FISCHER, Michelle DEMESSINE, Éliane ASSASSI, Marie-France BEAUFILS, Nicole BORVO COHEN-SEAT, Michel BILLOUT, Jean-Claude DANGLOT, Annie DAVID, Évelyne DIDIER, Thierry FOUCAUD, Brigitte GONTHIER-MAURIN, Gélita HOARAU, Robert HUE, Gérard LE CAM, Josiane MATHON-POINAT, Isabelle PASQUET, Jack RALITE, Ivan RENAR, Mireille SCHURCH, Odette TERRADE, Bernard VERA, Jean-François VOGUET, François AUTAIN, Jean-Luc MÉLENCHON";"proposition de loi relative à la reconnaissance et à l'indemnisation des victimes des essais nucléaires";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-118.html";"caduc";"";"";"";"";"Affaires étrangères et coopération, Énergie, Environnement, Questions sociales et santé"
2008;121;"03/12/2008";"Alima BOUMEDIENE-THIERY, Marie-Christine BLANDIN, Dominique VOYNET, Jean DESESSARD, Jacques MULLER";"proposition de loi tendant à permettre la reconnaissance et la production d'effets en France des partenariats et unions civiles enregistrés à l'étranger";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-121.html";"caduc";"";"";"";"";"Affaires étrangères et coopération, Famille, Justice, Traités et conventions"
2008;133;"11/12/2008";"Jean-Léonce DUPONT, Jean-Paul AMOUDRY, Michel BÉCOT, Jacques BLANC, Paul BLANC, Dominique BRAYE, Marcel-Pierre CLÉACH, Raymond COUDERC, Christian DEMUYNCK, Jean-Pierre FOURCADE, Antoine LEFÈVRE, Jean-Pierre LELEUX, Jean-Pierre VIAL";"proposition de loi relative aux sociétés publiques locales";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-133.html";"caduc";"";"";"";"";"Collectivités territoriales, Économie et finances, fiscalité"
2008;136;"16/12/2008";"Alain DUFAUT";"proposition de loi tendant à modifier le fonctionnement des groupes d'élus";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-136.html";"caduc";"";"";"";"";"Pouvoirs publics et Constitution"
2008;137;"16/12/2008";"Dominique de LEGGE, François ZOCCHETTO";"proposition de loi visant à instaurer une imposition forfaitaire sur les lignes de chemin de fer à grande vitesse concédées";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-137.html";"caduc";"";"";"";"";"Transports"
2008;139;"16/12/2008";"Alex TÜRK";"proposition de loi tendant à rendre publics les avis de la Commission nationale de l'informatique et des libertés sur les projets de loi";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-139.html";"caduc";"";"";"";"";"Pouvoirs publics et Constitution, Recherche, sciences et techniques, Société"
2008;147;"18/12/2008";"Brigitte GONTHIER-MAURIN, Ivan RENAR, Jack RALITE, Jean-François VOGUET, Éliane ASSASSI, Marie-France BEAUFILS, Michel BILLOUT, Nicole BORVO COHEN-SEAT, Annie DAVID, Jean-Claude DANGLOT, Michelle DEMESSINE, Évelyne DIDIER, Guy FISCHER, Thierry FOUCAUD, Gélita HOARAU, Robert HUE, Gérard LE CAM, Josiane MATHON-POINAT, Isabelle PASQUET, Mireille SCHURCH, Odette TERRADE, Bernard VERA, François AUTAIN, Jean-Luc MÉLENCHON";"proposition de loi abrogeant la loi n° 2008-790 instituant un droit d'accueil pour les élèves des écoles maternelles et élémentaires pendant le temps scolaire";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-147.html";"non adopté";"";"";"";"";"Éducation"
2008;148;"19/12/2008";"Guy FISCHER, Michelle DEMESSINE, Éliane ASSASSI, Marie-France BEAUFILS, Michel BILLOUT, Nicole BORVO COHEN-SEAT, Annie DAVID, Jean-Claude DANGLOT, Évelyne DIDIER, Thierry FOUCAUD, Brigitte GONTHIER-MAURIN, Gélita HOARAU, Robert HUE, Gérard LE CAM, Josiane MATHON-POINAT, Isabelle PASQUET, Ivan RENAR, Jack RALITE, Mireille SCHURCH, Odette TERRADE, Bernard VERA, Jean-François VOGUET, François AUTAIN, Jean-Luc MÉLENCHON";"proposition de loi relative à la réhabilitation collective des fusillés pour l'exemple de la guerre de 1914-1918";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-148.html";"caduc";"";"";"";"";"Anciens combattants, Justice"
2008;153;"07/01/2009";"Jean Louis MASSON, Jean-Paul ALDUY, Marie-Thérèse BRUGUIÈRE, Auguste CAZALET, Philippe DARNICHE, Alain FOUCHÉ, Robert del PICCHIA, Christophe-André FRASSA, Antoine LEFÈVRE, Hugues PORTELLI, Patricia SCHILLINGER";"proposition de loi tendant à la responsabilisation des cyclistes en cas d'accident avec des piétons";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-153.html";"caduc";"";"";"";"";"Justice, Société"
2008;156;"12/01/2009";"Roland COURTEAU, Jean BESSON, Robert NAVARRO, Daniel RAOUL, François PATRIAT, Roland RIES, Simon SUTOUR, Didier GUILLAUME, Marcel RAINAUD, Bernard PIRAS, Philippe MADRELLE, Françoise CARTRON, Alain ANZIANI, Claude DOMEIZEL, Patricia SCHILLINGER";"proposition de loi assouplissant, notamment en matière d'accès internet, certaines des dispositions relatives à la publicité en faveur des boissons alcoolisées, au profit des vins et des boissons fermentées";"proposition de loi";"http://www.senat.fr/dossier-legislatif/ppl08-156.html";"caduc";"";"";"";"";"Agriculture et pêche, Questions sociales et santé"
